,BEI_companyName,BEI_Cohort,BEI_Address,BEI_City,BEI_State,BEI_Zip,BEI_yearEstablished,BEI_NAICSCode,BEI_Sector,BEI_numberOfEmployees,BEI_execName,BEI_execTitle,BEI_execEth,BEI_revenue,BEI_Sustained Revenues >$800K,BEI_Website,BEI_phone,BEI_Strong Leadership and Willing to ready to grow,BEI_Demonstrated Proven Business Model,"BEI_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",MBE_Cohort,MBE_Address,MBE_City,MBE_State,MBE_Zip,MBE_yearEstablished,MBE_NAICSCode,MBE_Sector,MBE_numberOfEmployees,MBE_execName,MBE_execTitle,MBE_execEth,MBE_revenue,MBE_Sustained Revenues >$800K,MBE_Website,MBE_phone,MBE_Strong Leadership and Willing to ready to grow,MBE_Demonstrated Proven Business Model,MBE_referenceUSA_indicator,referenceUSA_companyName,"MBE_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",MVCF_Address,MVCF_City,MVCF_State,MVCF_Zip,MVCF_yearEstablished,MVCF_NAICSCode,MVCF_Sector,MVCF_numberOfEmployees,MVCF_execName,MVCF_execTitle,MVCF_execEth,MVCF_revenue,MVCF_Sustained Revenues >$800K,MVCF_Website,MVCF_phone,MVCF_Strong Leadership and Willing to ready to grow,MVCF_Demonstrated Proven Business Model,"MVCF_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",NAIC_Address,NAIC_City,NAIC_State,NAIC_Zip,NAIC_yearEstablished,NAIC_NAICSCode,NAIC_sector,NAIC_numberOfEmployees,NAIC_execName,NAIC_execTitle,NAIC_execEth,NAIC_revenue,NAIC_Sustained Revenues >$800K,NAIC_Website,NAIC_phone,NAIC_Strong Leadership and Willing to ready to grow,NAIC_Demonstrated Proven Business Model,"NAIC_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",USBC_companyAddress,USBC_City,USBC_State,USBC_Zip,USBC_yearEstablished,USBC_NAICCode,USBC_sector,USBC_numberOfEmployees,USBC_execName,USBC_execTitle,USBC_executiveRace,USBC_revenue,USBC_Sustained Revenues >$800K,USBC_Website,USBC_phone,USBC_Strong Leadership and Willing to ready to grow,USBC_Demonstrated Proven Business Model,"USBC_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",RefUSA_address,RefUSA_City,RefUSA_State,RefUSA_Zip,RefUSA_yearEstablished,RefUSA_NAICSCode,RefUSA_sector,RefUSA_numberOfEmployees,RefUSA_execName,RefUSA_execTitle,RefUSA_execEth,RefUSA_revenue,RefUSA_Sustained Revenues >$800K,RefUSA_Website,RefUSA_phone,RefUSA_Strong Leadership and Willing to ready to grow,RefUSA_Demonstrated Proven Business Model,"RefUSA_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",Name,Ethnicity
20453,Re/Max Main Street Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780 Main St Haverhill,,MA,1830.0,1976,531210.0,,15,Judy Drapeau,"owner, sales exec, finance exec",Western Europe,"$1,492,000",,,(978) 373-6033,,,,Judy Drapeau,Western Europe
20454,Re/Max Of America Ignite Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32 Hampden St # 3 Springfield,,MA,1103.0,2016,531210.0,,10_19,,,,"$1,187,000",,,,,,,,
20455,Re/Max On The River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 Market Sq # 5 Newburyport,,MA,1950.0, NA,531210.0,,10_19,Sharon Cronin,owner,Western Europe,"$1,293,000",,,(978) 270-3915,,,,Sharon Cronin,Western Europe
20456,Re/Max One Call Realty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Concord St Framingham,,MA,1702.0, NA,531210.0,,10,Christopher Mahoney,"ceo, owner",Western Europe,"$1,360,000",,,(508) 872-5553,,,,Christopher Mahoney,Western Europe
20457,Re/Max Professionals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141 Boston Rd # H Wilbraham,,MA,1095.0, NA,531210.0,,7,Pam Crawford,owner,Western Europe,"$640,000",,,(413) 596-8500,,,,Lorraine Herbert,Western Europe
20466,Re/Max Property Promotions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975 Merriam Ave # 203 Leominster,,MA,1453.0, NA,531210.0,,15,Brenda Cormier,owner,Western Europe,"$1,286,000",,,(978) 847-0800,,,,Brenda Cormier,Western Europe
20467,Re/Max Right Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570 Robeson St Fall River,,MA,2720.0, NA,531210.0,,30,Ron Rusin,owner,Eastern European,"$2,621,000",,,(508) 677-3629,,,,Ron Rusin,Eastern European
20468,Re/Max Spectrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181 Court St Plymouth,,MA,2360.0, NA,531210.0,,10_19,Mike Guimares,owner,Hispanic,"$1,237,000",,,(508) 477-8677,,,,Mike Guimares,Hispanic
20477,Re/Max Synergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281 Pleasant St Brockton,,MA,2301.0, NA,531210.0,,10_19,Luis Martins,owner,Scandinavian,"$1,237,000",,,(508) 857-5392,,,,Luis Martins,Scandinavian
20478,Re/Max Trinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339 Pleasant St Malden,,MA,2148.0, NA,531210.0,,20,Joe Duggan,owner,Western Europe,"$2,720,000",,,(781) 322-2622,,,,Joe Duggan,Western Europe
20479,Re/Max Unlimited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 Bartlett Cres # 1 Brookline,,MA,2446.0, NA,531210.0,,35,Elias Papadopoulos,owner,Mediterranean,"$5,033,000",,,(617) 566-0300,,,,Elias Papadopoulos,Mediterranean
20480,Re/Max Vantage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 Huttleston Ave Fairhaven,,MA,2719.0, NA,531210.0,,10_19,Eddie Lopez,"owner, president, treasurer, board member",Hispanic,"$1,136,000",,,(508) 999-4424,,,,Eddie Lopez,Hispanic
20481,Re/Max Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95 Eastern Ave # 2 Dedham,,MA,2026.0, NA,531210.0,,12,Maryann Watson,owner,Western Europe,"$1,726,000",,,(781) 326-5855,,,,Maryann Watson,Western Europe
20484,Reading Co-Operative Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 Haven St Reading,,MA,1867.0,1886,522110.0,,25,Julieann M Thurlow,"ceo, president",Western Europe,,,,(781) 942-5000,,,,,
20488,Reading Pediatric Assoc PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52 Haven St Reading,,MA,1867.0, NA,621493.0,,20,Luis F Valles,"president, treasurer, board member",Hispanic,"$4,247,000",,,(781) 944-2050,,,,Luis F Valles,Hispanic
20490,Real Construction Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279 E Central St # 261 Franklin,,MA,2038.0,2017,236115.0,,1_4,,,,"$855,000",,,,,,,,
20491,Real Estate Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229 Main St Falmouth,,MA,2540.0, NA,531210.0,,11,,,,"$1,244,000",,,(774) 763-2957,,,,,
20492,Realty Executives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174 Dean St # A Taunton,,MA,2780.0, NA,531210.0,,15,Manuel V Silva,"president, board member",Hispanic,"$1,311,000",,,(508) 880-0900,,,,Manuel V Silva,Hispanic
20493,Realty Ventures Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343 Chelsea St East Boston,,MA,2128.0, NA,238140.0,,6,John LA Placa,owner,Hispanic,"$1,286,000",,,(617) 567-1800,,,,John LA Placa,Hispanic
20494,Realty World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187 Washington St North Easton,,MA,2356.0,2005,531210.0,,10,,,,"$874,000",,,(508) 238-2417,,,,,
20495,Ream Design LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 New England Way # 1 Ayer,,MA,1432.0, NA,541320.0,,1_4,,,,"$503,000",,,(978) 433-5800,,,,,
20497,"Recinos, Guillermo Dmd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 Sewall St Winter Hill,,MA,2145.0, NA,621210.0,,1_4,,,,"$623,000",,,,,,,,
20498,"Recio-Salcedo, Luisa F Dmd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 Court St # 1025 Boston,,MA,2108.0, NA,621210.0,,1_4,,,,"$631,000",,,(617) 406-6300,,,,,
20499,Record Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960 Massachusetts Ave Boston,,MA,2118.0, NA,624190.0,,5_9,Matthew S Mcarthur,"president, treasurer, board member",Western Europe,"$594,000",,,(857) 308-3028,,,,Matthew S Mcarthur,Western Europe
20500,Red Hat Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314 Littleton Rd Westford,,MA,1886.0, NA,511210.0,,10,Paul Cormier,executive vp,Western Europe,"$5,871,000",,,(978) 392-1000,,,,Paul Cormier,Western Europe
20501,Red Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 Commercial St Provincetown,,MA,2657.0, NA,721191.0,,30,Philip E Mossy,"president, treasurer, board member",Uncoded,"$3,318,000",,,(508) 487-7334,,,,Philip E Mossy,Uncoded
20503,Red Point Global Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36 Washington St # 20 Wellesley Hills,,MA,2481.0,2006,541613.0,,5_9,Dale Renner,ceo,Western Europe,"$874,000",,,(781) 725-0250,,,,Dale Renner,Western Europe
20504,Red Robin Gourmet Burgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2039 Boston Rd Wilbraham,,MA,1095.0, NA,722511.0,,60,Phyllis Mercurio,vice president,Hispanic,"$2,614,000",,,(413) 279-1380,,,,Phyllis R Mercurio,Hispanic
20508,Red Roof Plus+ Boston-Woburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 Commerce Way Woburn,,MA,1801.0, NA,721110.0,,20,,,,"$2,282,000",,,(781) 935-7110,,,,,
20509,Red Sun Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94 Green St Jamaica Plain,,MA,2130.0,1970,323111.0,,6,Ricardo Huembes,president,Hispanic,"$1,896,000",,,(617) 524-6822,,,,Ricardo Huembes,Hispanic
20510,Red Thread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350 Main St # 1108 Springfield,,MA,1103.0, NA,423210.0,,10,,,,"$8,688,000",,,(413) 736-1802,,,,,
20511,Red Tomato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76 Everett Skinner Rd Plainville,,MA,2762.0, NA,424480.0,,5_9,Maud Ayson,president,Pacific Islander,"$7,999,000",,,(508) 316-3153,,,,Maud Ayson,Pacific Islander
20512,Red's Dairy Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192 Anawan St # 403 Fall River,,MA,2721.0, NA,445120.0,,4,,,,"$908,000",,,(508) 677-1563,,,,,
20513,Red's Quickzone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505 Grand Army Hwy Somerset,,MA,2726.0, NA,447190.0,,15,,,,"$14,165,000",,,(508) 672-9445,,,,,
20514,Redbones BBQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55 Chester St Somerville,,MA,2144.0,1987,722511.0,,80,Robert Gregory,"owner, president",Western Europe,"$4,473,000",,,(617) 628-2200,,,,Robert Gregory,Western Europe
20515,Redhill Construction Svc Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345 Shrewsbury St Worcester,,MA,1604.0, NA,236115.0,,2,,,,"$760,000",,,(508) 421-8700,,,,,
20516,Rediker Software Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Wilbraham Rd Hampden,,MA,1036.0,1980,511210.0,,100,Richard Rediker,ceo,Western Europe,"$27,413,000",,,(413) 566-3463,,,,Richard Rediker,Western Europe
20517,Redline Automotive Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853 Fall River Ave Seekonk,,MA,2771.0, NA,441120.0,,1_4,Sergio S Gomes,"owner, president, treasurer, board member",Hispanic,"$1,040,000",,,(508) 557-0129,,,,Sergio S Gomes,Hispanic
20518,Reds Quick Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 Broadway Fall River,,MA,2721.0, NA,447190.0,,11,,,,"$10,388,000",,,(508) 235-1190,,,,,
20519,Reebok International LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 Drydock Ave Boston,,MA,2210.0,1979,541614.0,,1000,Michael Cahill,owner,Western Europe,,,,(617) 772-0267,,,,Michael Cahill,Western Europe
20520,Reebok Outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540 Assembly Row # 308 Somerville,,MA,2145.0, NA,448210.0,,20-49,,,,"$3,562,000",,,(617) 623-1381,,,,,
20521,Reeves Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51 Newcomb St Attleboro,,MA,2703.0, NA,339999.0,,22,Thomas Reeves,president,Western Europe,"$4,688,000",,,(508) 222-2877,,,,Thomas Reeves,Western Europe
20522,Referred Specialists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 Bridge St # B East Dennis,,MA,2641.0, NA,236118.0,,1_4,,,,"$733,000",,,(508) 534-8750,,,,,
20528,Regal Marketplace Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401 South Ave Whitman,,MA,2382.0, NA,445310.0,,5,John Vemis,president,Uncoded,"$1,328,000",,,(781) 447-5741,,,,John Vemis,Uncoded
20529,Regency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66 Atlas St Worcester,,MA,1604.0,2007,493110.0,,7,,,,"$804,000",,,(508) 792-3055,,,,,
20530,Regency Building Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1455 Commonwealth Ave Brighton,,MA,2135.0, NA,531110.0,,5,Peter A Kulin,"partner, president, board member",Uncoded,"$4,619,000",,,(617) 782-1352,,,,Peter A Kulin,Uncoded
20531,Regency Liquors Of Seekonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301 Taunton Ave # 301 Seekonk,,MA,2771.0, NA,445310.0,,3,Jose Araujo,owner,Hispanic,"$759,000",,,(508) 336-3340,,,,Jose Araujo,Hispanic
20532,Regina Pizzeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330 Boylston St Boston,,MA,2215.0, NA,722511.0,,11,,,,"$822,000",,,(617) 266-9210,,,,,
20533,Regina Villa Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51 Franklin St # 400 Boston,,MA,2110.0, NA,541618.0,,10,Nancy F Farrell,"ceo, board member",Western Europe,"$2,674,000",,,(617) 357-5772,,,,Nancy F Farrell,Western Europe
20534,Regine Tillmanns MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830 Main St Melrose,,MA,2176.0, NA,621111.0,,1_4,,,,"$637,000",,,(781) 662-3141,,,,,
20535,Regis Salons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92 N Dartmouth Mall North Dartmouth,,MA,2747.0, NA,812112.0,,16,,,,"$640,000",,,(508) 999-2222,,,,,
20536,Regis Steel Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42 Estes Lane Fall River, Massachusetts 2721 United States",,,,,,Certified Contractors,,,,Black,,,,(781) 356-8884,,,,,,,,,,,,,,,,,,,,,,,
20537,Rego Contracting Lic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 High Hill Rd North Dartmouth,,MA,2747.0, NA,236115.0,,2,Michael Rego,owner,Hispanic,"$724,000",,,(508) 995-1700,,,,Michael Rego,Hispanic
20538,Rego Trucking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648 South St E Raynham,,MA,2767.0, NA,484230.0,,4,Joyce Rego,"president, manager",Hispanic,"$785,000",,,(508) 880-7116,,,,Joyce Rego,Hispanic
20539,Rehoboth Ambulance Committee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334 Anawan St Rehoboth,,MA,2769.0,1954,621910.0,,30,Scott Meagher,president,Western Europe,"$1,777,000",,,(508) 252-2318,,,,Scott Meagher,Western Europe
20541,Rehoboth Auto Ctr Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71 Winthrop St Rehoboth,,MA,2769.0, NA,441120.0,,1,Steven C Miranda,president,Hispanic,"$520,000",,,(508) 252-9600,,,,Steven C Miranda,Hispanic
20542,Rehoboth Youth Soccer Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO Box 463 Rehoboth,,MA,2769.0, NA,711211.0,,5_9,Kathy Saleeba,president,Uncoded,"$805,000",,,,,,,Kathy Saleeba,Uncoded
20543,Reicon Construction Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 Redlands Rd Boston,,MA,2132.0,2017,236115.0,,5_9,Martha Koutounidou,"president, board member",Mediterranean,"$2,986,000",,,,,,,Martha Koutounidou,Mediterranean
20544,Reilly Electrical Contractors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 Norfolk Ave South Easton,,MA,2375.0,1993,238210.0,,40,James Reilly,"owner, sales exec",Western Europe,"$5,197,000",,,(508) 230-8001,,,,James Reilly,Western Europe
20545,Reina P Garcia PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321 Boston Post Rd # 4a-4b Sudbury,,MA,1776.0, NA,621210.0,,1_4,,,,"$623,000",,,(978) 295-1412,,,,,
20547,Reina P Garcia PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321 Boston Post Rd # 4a-4b Sudbury,,MA,1776.0, NA,621210.0,,4,,,,"$623,000",,,(978) 443-5500,,,,,
20549,Reina's Cleaning Svc Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 Essex St Chelsea,,MA,2150.0, NA,561720.0,,5_9,Carbajal Reina,owner,Mediterranean,"$662,000",,,,,,,Carbajal Reina,Mediterranean
20550,Reinhart Foodservice LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214 Samuel Barnet Blvd New Bedford,,MA,2745.0,1972,311999.0,,135,Larry Schwartz,"president, finance exec",,"$91,392,000",,,(508) 985-2200,,,,Larry Schwartz,
20551,Reinventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523920.0,All,,Edward Duggar III,President,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edward Duggar III,Black
20553,REIS Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192 Broadway Somerville,,MA,2145.0, NA,722310.0,,14,Dan Reis,owner,Hispanic,"$783,000",,,(617) 776-4303,,,,Dan Reis,Hispanic
20554,Reis Meat Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375 Alden St Fall River,,MA,2723.0,2003,445210.0,,4,Tony Ventura,owner,Hispanic,"$622,000",,,(508) 678-3401,,,,Tony Ventura,Hispanic
20555,Reis Trucking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 Industry Rd Nantucket,,MA,2554.0, NA,484230.0,,4,Myles Reis,"owner, manager",Hispanic,"$1,493,000",,,(508) 228-0998,,,,Myles Reis,Hispanic
